timestamp,open,high,low,close,volume
2024-09-24 14:00:00,2634.21000,2634.52000,2611.92000,2616.56000,1294
2024-09-24 13:55:00,2644.01000,2645.58000,2634.04000,2634.48000,426
2024-09-24 13:50:00,2643.29000,2645.88000,2639.87000,2644.17000,313
2024-09-24 13:45:00,2639.17000,2646.31000,2638.07000,2643.15000,620
2024-09-24 13:40:00,2637.26000,2639.43000,2633.20000,2639.12000,119
2024-09-24 13:35:00,2636.41000,2643.96000,2635.80000,2637.13000,519
2024-09-24 13:30:00,2631.94000,2640.38000,2629.61000,2636.08000,711
2024-09-24 13:25:00,2638.84000,2638.84000,2630.65000,2631.94000,278
2024-09-24 13:20:00,2638.47000,2640.94000,2637.66000,2638.85000,99
2024-09-24 13:15:00,2637.52000,2639.14000,2635.48000,2638.18000,222
2024-09-24 13:10:00,2635.14000,2639.98000,2634.81000,2637.52000,142
2024-09-24 13:05:00,2635.66000,2636.25000,2633.43000,2635.21000,174
2024-09-24 13:00:00,2632.70000,2637.10000,2632.49000,2635.65000,343
2024-09-24 12:55:00,2634.59000,2634.59000,2630.95000,2632.76000,499
2024-09-24 12:50:00,2634.02000,2636.15000,2632.37000,2635.06000,261
2024-09-24 12:45:00,2638.13000,2641.34000,2633.74000,2634.12000,192
2024-09-24 12:40:00,2640.96000,2642.17000,2637.42000,2638.14000,78
2024-09-24 12:35:00,2641.78000,2643.11000,2637.12000,2641.35000,108
2024-09-24 12:30:00,2640.53000,2646.04000,2640.20000,2641.85000,112
2024-09-24 12:25:00,2644.86000,2646.25000,2639.67000,2640.52000,103
2024-09-24 12:20:00,2639.46000,2645.71000,2638.81000,2645.18000,242
2024-09-24 12:15:00,2635.98000,2640.37000,2634.88000,2639.93000,54
2024-09-24 12:10:00,2638.95000,2638.95000,2634.73000,2636.21000,288
2024-09-24 12:05:00,2639.82000,2641.77000,2638.94000,2638.95000,65
2024-09-24 12:00:00,2636.93000,2639.83000,2636.46000,2639.83000,41
2024-09-24 11:55:00,2639.31000,2639.31000,2635.03000,2636.84000,85
2024-09-24 11:50:00,2639.77000,2640.49000,2638.11000,2639.31000,61
2024-09-24 11:45:00,2640.46000,2641.43000,2638.02000,2640.04000,99
2024-09-24 11:40:00,2644.61000,2644.93000,2634.29000,2640.45000,715
2024-09-24 11:35:00,2643.83000,2645.96000,2643.66000,2644.61000,115
2024-09-24 11:30:00,2642.57000,2644.13000,2641.32000,2643.81000,98
2024-09-24 11:25:00,2638.77000,2643.44000,2638.60000,2642.67000,107
2024-09-24 11:20:00,2638.95000,2642.15000,2638.45000,2638.77000,214
2024-09-24 11:15:00,2640.50000,2641.01000,2638.01000,2638.95000,230
2024-09-24 11:10:00,2640.49000,2642.26000,2639.16000,2640.50000,211
2024-09-24 11:05:00,2640.65000,2643.43000,2638.88000,2640.35000,144
2024-09-24 11:00:00,2647.45000,2648.26000,2640.51000,2641.04000,136
2024-09-24 10:55:00,2647.70000,2649.97000,2647.20000,2647.21000,54
2024-09-24 10:50:00,2651.22000,2651.22000,2647.25000,2647.93000,90
2024-09-24 10:45:00,2651.22000,2652.20000,2648.93000,2651.27000,38
2024-09-24 10:40:00,2647.69000,2651.61000,2646.09000,2651.51000,45
2024-09-24 10:35:00,2648.92000,2649.03000,2646.68000,2647.74000,41
2024-09-24 10:30:00,2650.86000,2652.07000,2648.11000,2648.52000,42
2024-09-24 10:25:00,2648.18000,2651.03000,2647.00000,2651.03000,23
2024-09-24 10:20:00,2648.15000,2652.04000,2647.60000,2648.24000,51
2024-09-24 10:15:00,2645.39000,2651.72000,2645.38000,2647.99000,220
2024-09-24 10:10:00,2646.78000,2647.63000,2644.48000,2645.38000,28
2024-09-24 10:05:00,2647.34000,2647.41000,2644.81000,2646.82000,25
2024-09-24 10:00:00,2645.05000,2647.78000,2642.64000,2647.64000,91
2024-09-24 09:55:00,2646.59000,2646.59000,2643.68000,2645.00000,80
2024-09-24 09:50:00,2646.49000,2647.62000,2645.83000,2646.24000,26
2024-09-24 09:45:00,2647.83000,2649.83000,2645.75000,2646.70000,58
2024-09-24 09:40:00,2649.80000,2651.18000,2645.77000,2647.83000,115
2024-09-24 09:35:00,2649.97000,2651.07000,2644.02000,2649.62000,121
2024-09-24 09:30:00,2648.80000,2651.95000,2647.83000,2649.89000,88
2024-09-24 09:25:00,2648.82000,2649.79000,2647.82000,2648.80000,43
2024-09-24 09:20:00,2651.22000,2651.22000,2647.28000,2648.83000,55
2024-09-24 09:15:00,2652.44000,2655.59000,2651.00000,2651.51000,76
2024-09-24 09:10:00,2655.89000,2656.97000,2652.44000,2652.45000,114
2024-09-24 09:05:00,2659.54000,2659.54000,2655.00000,2655.75000,85
2024-09-24 09:00:00,2661.07000,2662.78000,2659.28000,2659.55000,79
2024-09-24 08:55:00,2664.50000,2667.53000,2660.80000,2660.80000,302
2024-09-24 08:50:00,2661.51000,2664.49000,2657.70000,2664.49000,235
2024-09-24 08:45:00,2658.76000,2664.85000,2656.20000,2661.48000,413
2024-09-24 08:40:00,2659.73000,2660.14000,2655.72000,2658.47000,248
2024-09-24 08:35:00,2654.62000,2666.66000,2654.46000,2659.95000,859
2024-09-24 08:30:00,2652.47000,2656.90000,2652.46000,2654.79000,382
2024-09-24 08:25:00,2653.58000,2654.30000,2651.25000,2652.19000,232
2024-09-24 08:20:00,2647.82000,2654.77000,2647.51000,2653.57000,180
2024-09-24 08:15:00,2646.03000,2647.51000,2642.87000,2647.36000,105
